2024-12-29 16:27:40.469943 [DEBUG] CPU: 52.10%, MEM: 54.10%, REQ: 216, ERR: 0.005
2024-12-29 20:29:40.469943 [DEBUG] CPU: 52.58%, MEM: 45.10%, REQ: 207, ERR: 0.009
2024-12-29 20:30:40.469943 [INFO] CPU: 30.92%, MEM: 49.68%, REQ: 192, ERR: 0.019
2024-12-29 20:31:40.469943 [INFO] CPU: 55.57%, MEM: 43.97%, REQ: 210, ERR: 0.002
2024-12-29 20:32:40.469943 [WARNING] CPU: 60.83%, MEM: 54.35%, REQ: 198, ERR: 0.017
2024-12-29 20:33:40.469943 [INFO] CPU: 37.13%, MEM: 43.23%, REQ: 188, ERR: 0.015
2024-12-29 20:34:40.469943 [INFO] CPU: 34.81%, MEM: 26.01%, REQ: 191, ERR: 0.013
2024-12-29 20:35:40.469943 [WARNING] CPU: 62.00%, MEM: 54.44%, REQ: 192, ERR: 0.016
2024-12-29 20:36:40.469943 [INFO] CPU: 31.30%, MEM: 55.34%, REQ: 204, ERR: 0.012
2024-12-29 20:37:40.469943 [INFO] CPU: 44.90%, MEM: 60.41%, REQ: 150, ERR: 0.007
2024-12-29 20:38:40.469943 [INFO] CPU: 54.54%, MEM: 48.21%, REQ: 201, ERR: 0.012
2024-12-29 20:39:40.469943 [INFO] CPU: 46.57%, MEM: 62.05%, REQ: 181, ERR: 0.009
2024-12-29 20:40:40.469943 [INFO] CPU: 56.10%, MEM: 61.88%, REQ: 188, ERR: 0.011
2024-12-29 20:41:40.469943 [INFO] CPU: 57.15%, MEM: 35.40%, REQ: 223, ERR: 0.008
2024-12-29 20:42:40.469943 [INFO] CPU: 54.25%, MEM: 74.37%, REQ: 173, ERR: 0.006
2024-12-29 20:43:40.469943 [DEBUG] CPU: 47.11%, MEM: 50.59%, REQ: 235, ERR: 0.006
2024-12-29 20:44:40.469943 [WARNING] CPU: 44.44%, MEM: 62.45%, REQ: 176, ERR: 0.008
2024-12-29 20:45:40.469943 [WARNING] CPU: 53.17%, MEM: 56.01%, REQ: 198, ERR: 0.007
2024-12-29 20:46:40.469943 [INFO] CPU: 34.86%, MEM: 63.86%, REQ: 235, ERR: 0.010
2024-12-29 20:47:40.469943 [DEBUG] CPU: 52.25%, MEM: 68.31%, REQ: 175, ERR: 0.019
2024-12-29 20:48:40.469943 [INFO] CPU: 52.02%, MEM: 79.58%, REQ: 185, ERR: 0.019
2024-12-29 20:49:40.469943 [INFO] CPU: 57.75%, MEM: 66.64%, REQ: 205, ERR: 0.009
2024-12-29 20:50:40.469943 [DEBUG] CPU: 62.01%, MEM: 61.68%, REQ: 161, ERR: 0.004
2024-12-29 20:51:40.469943 [WARNING] CPU: 48.14%, MEM: 63.72%, REQ: 199, ERR: 0.016
2024-12-29 20:52:40.469943 [WARNING] CPU: 30.49%, MEM: 61.72%, REQ: 164, ERR: 0.014
2024-12-29 20:53:40.469943 [INFO] CPU: 49.06%, MEM: 65.04%, REQ: 183, ERR: 0.016
2024-12-29 20:54:40.469943 [INFO] CPU: 60.42%, MEM: 67.00%, REQ: 197, ERR: 0.013
2024-12-29 20:55:40.469943 [WARNING] CPU: 42.93%, MEM: 70.27%, REQ: 233, ERR: 0.015
2024-12-29 20:56:40.469943 [INFO] CPU: 42.70%, MEM: 64.34%, REQ: 174, ERR: 0.013
2024-12-29 20:57:40.469943 [INFO] CPU: 54.51%, MEM: 37.56%, REQ: 177, ERR: 0.009
2024-12-29 20:58:40.469943 [INFO] CPU: 46.99%, MEM: 45.49%, REQ: 208, ERR: 0.011
2024-12-29 20:59:40.469943 [INFO] CPU: 48.06%, MEM: 50.93%, REQ: 221, ERR: 0.018
2024-12-29 21:00:40.469943 [WARNING] CPU: 45.16%, MEM: 52.65%, REQ: 210, ERR: 0.008
2024-12-29 21:01:40.469943 [ERROR] CPU: 115.00%, MEM: 95.00%, REQ: 364, ERR: 0.119
2024-12-29 21:02:40.469943 [INFO] CPU: 50.73%, MEM: 55.06%, REQ: 198, ERR: 0.010
2024-12-29 21:03:40.469943 [DEBUG] CPU: 32.69%, MEM: 77.94%, REQ: 201, ERR: 0.012
2024-12-29 21:04:40.469943 [INFO] CPU: 59.52%, MEM: 47.75%, REQ: 209, ERR: 0.009
2024-12-29 21:05:40.469943 [INFO] CPU: 58.47%, MEM: 34.47%, REQ: 198, ERR: 0.007
2024-12-29 21:06:40.469943 [DEBUG] CPU: 54.32%, MEM: 65.64%, REQ: 186, ERR: 0.006
2024-12-29 21:07:40.469943 [INFO] CPU: 48.89%, MEM: 49.24%, REQ: 217, ERR: 0.008
2024-12-29 21:08:40.469943 [INFO] CPU: 20.93%, MEM: 55.50%, REQ: 179, ERR: 0.002
2024-12-29 21:09:40.469943 [INFO] CPU: 37.63%, MEM: 61.31%, REQ: 227, ERR: 0.012
2024-12-29 21:10:40.469943 [INFO] CPU: 43.93%, MEM: 65.47%, REQ: 191, ERR: 0.007
2024-12-29 21:11:40.469943 [WARNING] CPU: 38.46%, MEM: 38.98%, REQ: 192, ERR: 0.011
2024-12-29 21:12:40.469943 [INFO] CPU: 49.03%, MEM: 55.01%, REQ: 181, ERR: 0.013
2024-12-29 21:13:40.469943 [WARNING] CPU: 36.83%, MEM: 69.31%, REQ: 180, ERR: 0.006
2024-12-29 21:14:40.469943 [INFO] CPU: 35.33%, MEM: 53.98%, REQ: 220, ERR: 0.013
2024-12-29 21:15:40.469943 [INFO] CPU: 59.78%, MEM: 66.27%, REQ: 178, ERR: 0.008
2024-12-29 21:16:40.469943 [WARNING] CPU: 42.20%, MEM: 75.97%, REQ: 176, ERR: 0.014
2024-12-29 21:17:40.469943 [DEBUG] CPU: 58.93%, MEM: 81.96%, REQ: 192, ERR: 0.014
2024-12-29 21:18:40.469943 [WARNING] CPU: 72.82%, MEM: 52.59%, REQ: 169, ERR: 0.001
2024-12-29 21:19:40.469943 [INFO] CPU: 57.13%, MEM: 37.40%, REQ: 193, ERR: 0.012
2024-12-29 21:20:40.469943 [INFO] CPU: 51.85%, MEM: 65.11%, REQ: 204, ERR: 0.016
2024-12-29 21:21:40.469943 [INFO] CPU: 40.48%, MEM: 51.88%, REQ: 185, ERR: 0.014
2024-12-29 21:22:40.469943 [INFO] CPU: 59.00%, MEM: 65.41%, REQ: 224, ERR: 0.004
2024-12-29 21:23:40.469943 [INFO] CPU: 66.67%, MEM: 78.28%, REQ: 215, ERR: 0.019
2024-12-29 21:24:40.469943 [INFO] CPU: 33.43%, MEM: 53.71%, REQ: 185, ERR: 0.014
2024-12-29 21:25:40.469943 [INFO] CPU: 39.50%, MEM: 69.09%, REQ: 227, ERR: 0.013
2024-12-29 21:26:40.469943 [INFO] CPU: 52.84%, MEM: 48.15%, REQ: 183, ERR: 0.016
2024-12-29 21:27:40.469943 [INFO] CPU: 57.79%, MEM: 59.53%, REQ: 192, ERR: -0.000
2024-12-29 21:28:40.469943 [INFO] CPU: 39.29%, MEM: 82.94%, REQ: 174, ERR: 0.011
2024-12-29 21:29:40.469943 [INFO] CPU: 60.07%, MEM: 44.94%, REQ: 204, ERR: 0.015
2024-12-29 21:30:40.469943 [DEBUG] CPU: 50.12%, MEM: 94.42%, REQ: 167, ERR: 0.015
2024-12-29 21:31:40.469943 [DEBUG] CPU: 48.27%, MEM: 69.26%, REQ: 209, ERR: 0.006
2024-12-29 21:32:40.469943 [DEBUG] CPU: 52.29%, MEM: 37.71%, REQ: 212, ERR: 0.011
2024-12-29 21:33:40.469943 [INFO] CPU: 56.39%, MEM: 72.70%, REQ: 207, ERR: 0.011
2024-12-29 21:34:40.469943 [WARNING] CPU: 41.19%, MEM: 51.45%, REQ: 224, ERR: 0.017
2024-12-29 21:35:40.469943 [INFO] CPU: 47.62%, MEM: 60.55%, REQ: 182, ERR: 0.016
2024-12-29 21:36:40.469943 [INFO] CPU: 56.65%, MEM: 83.29%, REQ: 182, ERR: 0.008
2024-12-29 21:37:40.469943 [INFO] CPU: 52.31%, MEM: 67.76%, REQ: 196, ERR: 0.006
2024-12-29 21:38:40.469943 [INFO] CPU: 58.81%, MEM: 68.65%, REQ: 182, ERR: 0.017
2024-12-29 21:39:40.469943 [INFO] CPU: 61.70%, MEM: 61.61%, REQ: 202, ERR: 0.013
2024-12-29 21:40:40.469943 [INFO] CPU: 41.38%, MEM: 60.36%, REQ: 157, ERR: 0.014
2024-12-29 21:41:40.469943 [INFO] CPU: 34.39%, MEM: 78.04%, REQ: 193, ERR: 0.009
2024-12-29 21:42:40.469943 [WARNING] CPU: 43.72%, MEM: 56.54%, REQ: 228, ERR: -0.002
2024-12-29 21:43:40.469943 [INFO] CPU: 62.77%, MEM: 64.06%, REQ: 176, ERR: 0.005
2024-12-29 21:44:40.469943 [INFO] CPU: 66.76%, MEM: 48.65%, REQ: 177, ERR: 0.016
2024-12-29 21:45:40.469943 [INFO] CPU: 53.39%, MEM: 48.74%, REQ: 204, ERR: 0.005
2024-12-29 21:46:40.469943 [WARNING] CPU: 61.01%, MEM: 72.74%, REQ: 211, ERR: 0.012
2024-12-29 21:47:40.469943 [WARNING] CPU: 67.61%, MEM: 60.00%, REQ: 176, ERR: 0.012
2024-12-29 21:48:40.469943 [INFO] CPU: 70.86%, MEM: 47.82%, REQ: 193, ERR: 0.012
2024-12-29 21:49:40.469943 [INFO] CPU: 49.46%, MEM: 48.21%, REQ: 222, ERR: 0.022
2024-12-29 21:50:40.469943 [ERROR] CPU: 99.00%, MEM: 98.00%, REQ: 381, ERR: 0.191
2024-12-29 21:51:40.469943 [DEBUG] CPU: 61.04%, MEM: 65.70%, REQ: 200, ERR: 0.007
2024-12-29 21:52:40.469943 [WARNING] CPU: 39.08%, MEM: 70.02%, REQ: 218, ERR: 0.002
2024-12-29 21:53:40.469943 [INFO] CPU: 65.90%, MEM: 66.89%, REQ: 228, ERR: 0.003
2024-12-29 21:54:40.469943 [DEBUG] CPU: 36.34%, MEM: 58.21%, REQ: 210, ERR: 0.019
2024-12-29 21:55:40.469943 [INFO] CPU: 57.06%, MEM: 57.09%, REQ: 179, ERR: 0.016
2024-12-29 21:56:40.469943 [INFO] CPU: 40.35%, MEM: 79.54%, REQ: 194, ERR: 0.018
2024-12-29 21:57:40.469943 [INFO] CPU: 56.79%, MEM: 58.36%, REQ: 190, ERR: 0.008
2024-12-29 21:58:40.469943 [INFO] CPU: 54.28%, MEM: 60.93%, REQ: 188, ERR: 0.009
2024-12-29 21:59:40.469943 [INFO] CPU: 50.79%, MEM: 34.46%, REQ: 209, ERR: 0.005
2024-12-29 22:00:40.469943 [WARNING] CPU: 38.47%, MEM: 39.75%, REQ: 164, ERR: 0.003
2024-12-29 22:01:40.469943 [INFO] CPU: 42.91%, MEM: 83.44%, REQ: 189, ERR: 0.011
2024-12-29 22:02:40.469943 [WARNING] CPU: 54.00%, MEM: 61.57%, REQ: 198, ERR: 0.004
2024-12-29 22:03:40.469943 [INFO] CPU: 64.51%, MEM: 81.69%, REQ: 166, ERR: 0.005
2024-12-29 22:04:40.469943 [WARNING] CPU: 47.20%, MEM: 48.43%, REQ: 210, ERR: 0.006
2024-12-29 22:05:40.469943 [INFO] CPU: 71.65%, MEM: 74.29%, REQ: 204, ERR: 0.015
2024-12-29 22:06:40.469943 [WARNING] CPU: 61.06%, MEM: 53.23%, REQ: 184, ERR: 0.010
2024-12-29 22:07:40.469943 [DEBUG] CPU: 58.62%, MEM: 61.67%, REQ: 168, ERR: 0.006
2024-12-29 22:08:40.469943 [DEBUG] CPU: 49.26%, MEM: 59.09%, REQ: 239, ERR: 0.003
2024-12-29 22:09:40.469943 [INFO] CPU: 55.06%, MEM: 77.87%, REQ: 245, ERR: 0.008
2024-12-29 22:10:40.469943 [DEBUG] CPU: 54.91%, MEM: 66.84%, REQ: 204, ERR: 0.010
2024-12-29 22:11:40.469943 [DEBUG] CPU: 54.36%, MEM: 29.61%, REQ: 214, ERR: 0.011
2024-12-29 22:12:40.469943 [DEBUG] CPU: 47.78%, MEM: 84.56%, REQ: 187, ERR: 0.008
2024-12-29 22:13:40.469943 [WARNING] CPU: 69.92%, MEM: 50.02%, REQ: 189, ERR: 0.009
2024-12-29 22:14:40.469943 [INFO] CPU: 58.41%, MEM: 62.49%, REQ: 174, ERR: 0.007
2024-12-29 22:15:40.469943 [DEBUG] CPU: 43.93%, MEM: 59.07%, REQ: 209, ERR: 0.012
2024-12-29 22:16:40.469943 [INFO] CPU: 32.24%, MEM: 72.77%, REQ: 205, ERR: 0.017
2024-12-29 22:17:40.469943 [INFO] CPU: 54.44%, MEM: 73.22%, REQ: 209, ERR: 0.017
2024-12-29 22:18:40.469943 [INFO] CPU: 55.22%, MEM: 58.83%, REQ: 245, ERR: 0.014
2024-12-29 22:19:40.469943 [WARNING] CPU: 55.74%, MEM: 44.68%, REQ: 174, ERR: 0.011
2024-12-29 22:20:40.469943 [DEBUG] CPU: 51.46%, MEM: 52.63%, REQ: 203, ERR: 0.018
2024-12-29 22:21:40.469943 [INFO] CPU: 56.95%, MEM: 46.31%, REQ: 198, ERR: 0.006
2024-12-29 22:22:40.469943 [WARNING] CPU: 46.12%, MEM: 55.04%, REQ: 190, ERR: 0.004
2024-12-29 22:23:40.469943 [INFO] CPU: 48.72%, MEM: 53.27%, REQ: 141, ERR: 0.020
2024-12-29 22:24:40.469943 [DEBUG] CPU: 60.89%, MEM: 55.48%, REQ: 200, ERR: 0.004
2024-12-29 22:25:40.469943 [INFO] CPU: 66.96%, MEM: 82.77%, REQ: 203, ERR: 0.015
2024-12-29 22:26:40.469943 [INFO] CPU: 51.75%, MEM: 43.96%, REQ: 192, ERR: 0.011
2024-12-29 22:27:40.469943 [INFO] CPU: 45.45%, MEM: 57.38%, REQ: 198, ERR: 0.010
2024-12-29 22:28:40.469943 [INFO] CPU: 50.52%, MEM: 47.27%, REQ: 186, ERR: 0.004
2024-12-29 22:29:40.469943 [DEBUG] CPU: 59.78%, MEM: 34.73%, REQ: 223, ERR: 0.017
2024-12-29 22:30:40.469943 [WARNING] CPU: 46.98%, MEM: 28.76%, REQ: 193, ERR: 0.010
2024-12-29 22:31:40.469943 [INFO] CPU: 39.89%, MEM: 53.82%, REQ: 231, ERR: 0.013
2024-12-29 22:32:40.469943 [INFO] CPU: 40.75%, MEM: 40.83%, REQ: 193, ERR: 0.009
2024-12-29 22:33:40.469943 [INFO] CPU: 54.96%, MEM: 53.58%, REQ: 210, ERR: 0.020
2024-12-29 22:34:40.469943 [DEBUG] CPU: 58.16%, MEM: 59.42%, REQ: 196, ERR: 0.008
2024-12-29 22:35:40.469943 [WARNING] CPU: 61.81%, MEM: 52.47%, REQ: 201, ERR: 0.010
2024-12-29 22:36:40.469943 [DEBUG] CPU: 44.98%, MEM: 43.53%, REQ: 206, ERR: 0.010
2024-12-29 22:37:40.469943 [DEBUG] CPU: 55.00%, MEM: 53.60%, REQ: 224, ERR: 0.006
2024-12-29 22:38:40.469943 [DEBUG] CPU: 67.12%, MEM: 39.03%, REQ: 209, ERR: 0.012
2024-12-29 22:39:40.469943 [INFO] CPU: 42.04%, MEM: 65.09%, REQ: 226, ERR: -0.001
2024-12-29 22:40:40.469943 [INFO] CPU: 55.03%, MEM: 30.08%, REQ: 181, ERR: 0.018
2024-12-29 22:41:40.469943 [INFO] CPU: 44.18%, MEM: 45.91%, REQ: 196, ERR: 0.020
2024-12-29 22:42:40.469943 [WARNING] CPU: 31.68%, MEM: 47.38%, REQ: 230, ERR: 0.019
2024-12-29 22:43:40.469943 [INFO] CPU: 48.97%, MEM: 45.13%, REQ: 242, ERR: 0.018
2024-12-29 22:44:40.469943 [WARNING] CPU: 56.79%, MEM: 50.25%, REQ: 199, ERR: 0.009
2024-12-29 22:45:40.469943 [INFO] CPU: 53.31%, MEM: 77.41%, REQ: 218, ERR: 0.005
2024-12-29 22:46:40.469943 [DEBUG] CPU: 63.76%, MEM: 63.76%, REQ: 214, ERR: 0.017
2024-12-29 22:47:40.469943 [DEBUG] CPU: 38.88%, MEM: 59.57%, REQ: 189, ERR: 0.002
2024-12-29 22:48:40.469943 [INFO] CPU: 53.47%, MEM: 90.14%, REQ: 163, ERR: 0.010
2024-12-29 22:49:40.469943 [INFO] CPU: 56.41%, MEM: 61.48%, REQ: 198, ERR: 0.004
2024-12-29 22:50:40.469943 [INFO] CPU: 52.33%, MEM: 50.92%, REQ: 156, ERR: 0.016
2024-12-29 22:51:40.469943 [WARNING] CPU: 59.58%, MEM: 60.62%, REQ: 205, ERR: 0.015
2024-12-29 22:52:40.469943 [INFO] CPU: 52.24%, MEM: 70.85%, REQ: 194, ERR: 0.017
2024-12-29 22:53:40.469943 [DEBUG] CPU: 53.21%, MEM: 62.33%, REQ: 175, ERR: 0.011
2024-12-29 22:54:40.469943 [INFO] CPU: 41.68%, MEM: 52.34%, REQ: 184, ERR: 0.005
2024-12-29 22:55:40.469943 [WARNING] CPU: 71.25%, MEM: 75.98%, REQ: 238, ERR: 0.004
2024-12-29 22:56:40.469943 [INFO] CPU: 50.71%, MEM: 44.48%, REQ: 186, ERR: 0.005
2024-12-29 22:57:40.469943 [DEBUG] CPU: 62.40%, MEM: 55.25%, REQ: 221, ERR: 0.013
2024-12-29 22:58:40.469943 [INFO] CPU: 73.04%, MEM: 42.25%, REQ: 225, ERR: 0.016
2024-12-29 22:59:40.469943 [INFO] CPU: 40.27%, MEM: 72.09%, REQ: 207, ERR: 0.009
2024-12-29 23:00:40.469943 [INFO] CPU: 41.76%, MEM: 51.37%, REQ: 241, ERR: 0.010
2024-12-29 23:01:40.469943 [INFO] CPU: 57.82%, MEM: 50.51%, REQ: 184, ERR: 0.015
2024-12-29 23:02:40.469943 [DEBUG] CPU: 36.50%, MEM: 55.02%, REQ: 201, ERR: 0.011
2024-12-29 23:03:40.469943 [INFO] CPU: 48.21%, MEM: 64.75%, REQ: 214, ERR: 0.014
2024-12-29 23:04:40.469943 [INFO] CPU: 40.14%, MEM: 56.59%, REQ: 224, ERR: 0.014
2024-12-29 23:05:40.469943 [DEBUG] CPU: 36.27%, MEM: 64.22%, REQ: 160, ERR: 0.010
2024-12-29 23:06:40.469943 [WARNING] CPU: 68.98%, MEM: 48.63%, REQ: 183, ERR: 0.014
2024-12-29 23:07:40.469943 [INFO] CPU: 34.57%, MEM: 52.41%, REQ: 212, ERR: 0.007
2024-12-29 23:08:40.469943 [DEBUG] CPU: 47.64%, MEM: 68.93%, REQ: 208, ERR: 0.011
2024-12-29 23:09:40.469943 [INFO] CPU: 46.61%, MEM: 64.44%, REQ: 198, ERR: 0.012
2024-12-29 23:10:40.469943 [INFO] CPU: 45.03%, MEM: 57.81%, REQ: 180, ERR: 0.010
2024-12-29 23:11:40.469943 [INFO] CPU: 41.89%, MEM: 46.63%, REQ: 205, ERR: 0.011
2024-12-29 23:12:40.469943 [DEBUG] CPU: 57.83%, MEM: 54.83%, REQ: 208, ERR: 0.013
2024-12-29 23:13:40.469943 [INFO] CPU: 54.45%, MEM: 50.09%, REQ: 203, ERR: 0.012
2024-12-29 23:14:40.469943 [INFO] CPU: 50.07%, MEM: 34.96%, REQ: 203, ERR: 0.021
2024-12-29 23:15:40.469943 [INFO] CPU: 46.40%, MEM: 51.26%, REQ: 207, ERR: 0.012
2024-12-29 23:16:40.469943 [DEBUG] CPU: 61.93%, MEM: 44.91%, REQ: 215, ERR: 0.013
2024-12-29 23:17:40.469943 [INFO] CPU: 48.58%, MEM: 64.06%, REQ: 221, ERR: 0.014
2024-12-29 23:18:40.469943 [INFO] CPU: 38.57%, MEM: 69.84%, REQ: 199, ERR: 0.010
2024-12-29 23:19:40.469943 [INFO] CPU: 50.73%, MEM: 58.20%, REQ: 224, ERR: 0.010
2024-12-29 23:20:40.469943 [INFO] CPU: 38.80%, MEM: 55.28%, REQ: 204, ERR: 0.016
2024-12-29 23:21:40.469943 [DEBUG] CPU: 56.03%, MEM: 49.79%, REQ: 250, ERR: 0.011
2024-12-29 23:22:40.469943 [INFO] CPU: 62.75%, MEM: 58.18%, REQ: 211, ERR: 0.014
2024-12-29 23:23:40.469943 [INFO] CPU: 62.18%, MEM: 72.69%, REQ: 217, ERR: 0.008
2024-12-29 23:24:40.469943 [INFO] CPU: 44.28%, MEM: 63.99%, REQ: 219, ERR: 0.009
2024-12-29 23:25:40.469943 [INFO] CPU: 60.65%, MEM: 77.43%, REQ: 182, ERR: 0.006
2024-12-29 23:26:40.469943 [INFO] CPU: 48.60%, MEM: 63.69%, REQ: 190, ERR: 0.017
2024-12-29 23:27:40.469943 [INFO] CPU: 54.24%, MEM: 60.47%, REQ: 171, ERR: 0.003
2024-12-29 23:28:40.469943 [WARNING] CPU: 52.81%, MEM: 34.41%, REQ: 220, ERR: 0.009
2024-12-29 23:29:40.469943 [INFO] CPU: 82.43%, MEM: 87.69%, REQ: 196, ERR: 0.009
2024-12-29 23:30:40.469943 [INFO] CPU: 59.96%, MEM: 80.44%, REQ: 167, ERR: 0.001
2024-12-29 23:31:40.469943 [INFO] CPU: 43.78%, MEM: 66.99%, REQ: 210, ERR: 0.015
2024-12-29 23:32:40.469943 [INFO] CPU: 38.00%, MEM: 32.21%, REQ: 217, ERR: 0.006
2024-12-29 23:33:40.469943 [WARNING] CPU: 29.82%, MEM: 61.74%, REQ: 216, ERR: 0.009
2024-12-29 23:34:40.469943 [WARNING] CPU: 45.42%, MEM: 58.09%, REQ: 193, ERR: 0.003
2024-12-29 23:35:40.469943 [INFO] CPU: 42.85%, MEM: 66.26%, REQ: 206, ERR: 0.011
2024-12-29 23:36:40.469943 [INFO] CPU: 40.05%, MEM: 57.82%, REQ: 156, ERR: 0.011
2024-12-29 23:37:40.469943 [INFO] CPU: 64.29%, MEM: 42.31%, REQ: 188, ERR: 0.012
2024-12-29 23:38:40.469943 [INFO] CPU: 62.53%, MEM: 54.62%, REQ: 186, ERR: 0.000
2024-12-29 23:39:40.469943 [INFO] CPU: 51.03%, MEM: 84.50%, REQ: 206, ERR: 0.010
2024-12-29 23:40:40.469943 [INFO] CPU: 53.22%, MEM: 59.87%, REQ: 184, ERR: 0.014
2024-12-29 23:41:40.469943 [INFO] CPU: 52.26%, MEM: 60.21%, REQ: 180, ERR: 0.017
2024-12-29 23:42:40.469943 [ERROR] CPU: 106.00%, MEM: 90.00%, REQ: 365, ERR: 0.294
2024-12-29 23:43:40.469943 [INFO] CPU: 42.18%, MEM: 50.88%, REQ: 165, ERR: 0.012
2024-12-29 23:44:40.469943 [INFO] CPU: 31.69%, MEM: 45.26%, REQ: 158, ERR: 0.010
2024-12-29 23:45:40.469943 [INFO] CPU: 48.50%, MEM: 56.08%, REQ: 179, ERR: 0.004
2024-12-29 23:46:40.469943 [DEBUG] CPU: 54.64%, MEM: 53.39%, REQ: 206, ERR: 0.006
2024-12-29 23:47:40.469943 [WARNING] CPU: 51.81%, MEM: 75.64%, REQ: 212, ERR: 0.008
2024-12-29 23:48:40.469943 [INFO] CPU: 52.57%, MEM: 57.11%, REQ: 200, ERR: 0.008
2024-12-29 23:49:40.469943 [WARNING] CPU: 48.36%, MEM: 62.55%, REQ: 180, ERR: 0.005
2024-12-29 23:50:40.469943 [INFO] CPU: 36.11%, MEM: 40.80%, REQ: 176, ERR: 0.011
2024-12-29 23:51:40.469943 [INFO] CPU: 41.07%, MEM: 66.16%, REQ: 201, ERR: 0.000
2024-12-29 23:52:40.469943 [INFO] CPU: 56.55%, MEM: 69.73%, REQ: 180, ERR: 0.012
2024-12-29 23:53:40.469943 [WARNING] CPU: 41.44%, MEM: 61.17%, REQ: 175, ERR: 0.001
2024-12-29 23:54:40.469943 [INFO] CPU: 46.17%, MEM: 58.52%, REQ: 192, ERR: 0.004
2024-12-29 23:55:40.469943 [INFO] CPU: 46.00%, MEM: 63.23%, REQ: 199, ERR: 0.011
2024-12-29 23:56:40.469943 [INFO] CPU: 43.30%, MEM: 74.06%, REQ: 176, ERR: 0.012
2024-12-29 23:57:40.469943 [INFO] CPU: 61.82%, MEM: 65.77%, REQ: 196, ERR: 0.007
2024-12-29 23:58:40.469943 [WARNING] CPU: 60.36%, MEM: 42.92%, REQ: 181, ERR: 0.008
2024-12-29 23:59:40.469943 [WARNING] CPU: 62.38%, MEM: 64.56%, REQ: 181, ERR: 0.008
2024-12-30 00:00:40.469943 [INFO] CPU: 43.86%, MEM: 51.48%, REQ: 220, ERR: 0.003
2024-12-30 00:01:40.469943 [WARNING] CPU: 66.09%, MEM: 69.94%, REQ: 222, ERR: 0.008
2024-12-30 00:02:40.469943 [INFO] CPU: 48.50%, MEM: 42.80%, REQ: 190, ERR: 0.012
2024-12-30 00:03:40.469943 [INFO] CPU: 62.96%, MEM: 46.71%, REQ: 193, ERR: 0.009
2024-12-30 00:04:40.469943 [INFO] CPU: 36.04%, MEM: 67.10%, REQ: 186, ERR: 0.009
2024-12-30 00:05:40.469943 [INFO] CPU: 45.48%, MEM: 50.53%, REQ: 200, ERR: 0.009
2024-12-30 00:06:40.469943 [WARNING] CPU: 46.28%, MEM: 51.26%, REQ: 206, ERR: 0.018
2024-12-30 00:07:40.469943 [INFO] CPU: 51.40%, MEM: 71.95%, REQ: 172, ERR: 0.011
2024-12-30 00:08:40.469943 [INFO] CPU: 39.03%, MEM: 42.28%, REQ: 185, ERR: 0.016
2024-12-30 00:09:40.469943 [DEBUG] CPU: 59.50%, MEM: 62.92%, REQ: 169, ERR: 0.009
2024-12-30 00:10:40.469943 [INFO] CPU: 53.02%, MEM: 62.11%, REQ: 163, ERR: 0.006
2024-12-30 00:11:40.469943 [INFO] CPU: 49.36%, MEM: 66.44%, REQ: 156, ERR: 0.009
2024-12-30 00:12:40.469943 [INFO] CPU: 51.43%, MEM: 70.20%, REQ: 214, ERR: 0.013
2024-12-30 00:13:40.469943 [INFO] CPU: 42.00%, MEM: 37.10%, REQ: 192, ERR: 0.015
2024-12-30 00:14:40.469943 [INFO] CPU: 63.93%, MEM: 68.53%, REQ: 209, ERR: 0.012
2024-12-30 00:15:40.469943 [INFO] CPU: 44.44%, MEM: 58.44%, REQ: 233, ERR: 0.005
2024-12-30 00:16:40.469943 [WARNING] CPU: 66.15%, MEM: 56.14%, REQ: 227, ERR: 0.003
2024-12-30 00:17:40.469943 [INFO] CPU: 55.86%, MEM: 51.16%, REQ: 172, ERR: 0.011
2024-12-30 00:18:40.469943 [WARNING] CPU: 60.09%, MEM: 49.86%, REQ: 170, ERR: 0.010
2024-12-30 00:19:40.469943 [WARNING] CPU: 49.13%, MEM: 66.58%, REQ: 219, ERR: 0.010
2024-12-30 00:20:40.469943 [WARNING] CPU: 68.56%, MEM: 62.69%, REQ: 193, ERR: 0.002
2024-12-30 00:21:40.469943 [INFO] CPU: 47.37%, MEM: 55.96%, REQ: 219, ERR: 0.012
2024-12-30 00:22:40.469943 [INFO] CPU: 38.21%, MEM: 62.07%, REQ: 213, ERR: 0.018
2024-12-30 00:23:40.469943 [INFO] CPU: 58.88%, MEM: 69.13%, REQ: 201, ERR: 0.012
2024-12-30 00:24:40.469943 [INFO] CPU: 62.50%, MEM: 44.01%, REQ: 193, ERR: 0.006
2024-12-30 00:25:40.469943 [DEBUG] CPU: 53.79%, MEM: 74.76%, REQ: 188, ERR: -0.002
2024-12-30 00:26:40.469943 [DEBUG] CPU: 45.88%, MEM: 70.96%, REQ: 211, ERR: 0.012
2024-12-30 00:27:40.469943 [INFO] CPU: 47.20%, MEM: 44.65%, REQ: 210, ERR: 0.006
2024-12-30 00:28:40.469943 [INFO] CPU: 71.84%, MEM: 66.85%, REQ: 188, ERR: 0.007
2024-12-30 00:29:40.469943 [WARNING] CPU: 49.07%, MEM: 57.13%, REQ: 222, ERR: 0.011
2024-12-30 00:30:40.469943 [DEBUG] CPU: 42.68%, MEM: 82.69%, REQ: 201, ERR: 0.014
